
"{'pieces': [{'type': 'FARM', 'color': 'black', 'position': (2, 2)}, {'type': 'KING', 'color': 'black', 'position': (3, 2)}, {'type': 'PAWN', 'color': 'black', 'position': (4, 1)}, {'type': 'FARM', 'color': 'black', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 5)}, {'type': 'FARM', 'color': 'white', 'position': (4, 6)}], 'action_points': {'white': 0, 'black': 0}, 'turn': 'black_farm'}","{'action': 'place_pawn', 'parameters': {'from': (4, 1)}}",in_progress,-10,0,,,1,0,0.0,0.0,False,black_farm,0
"{'pieces': [{'type': 'FARM', 'color': 'black', 'position': (2, 2)}, {'type': 'KING', 'color': 'black', 'position': (3, 2)}, {'type': 'PAWN', 'color': 'black', 'position': (4, 1)}, {'type': 'FARM', 'color': 'black', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 5)}, {'type': 'FARM', 'color': 'white', 'position': (4, 6)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 1)}], 'action_points': {'white': 1, 'black': 1}, 'turn': 'black'}","{'action': 'place_pawn', 'parameters': {'from': (5, 1)}}",in_progress,-13,0,,,1,0,0.0,0.0,False,black,0
"{'pieces': [{'type': 'FARM', 'color': 'black', 'position': (2, 2)}, {'type': 'KING', 'color': 'black', 'position': (3, 2)}, {'type': 'FARM', 'color': 'black', 'position': (4, 1)}, {'type': 'FARM', 'color': 'black', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 5)}, {'type': 'FARM', 'color': 'white', 'position': (4, 6)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 1)}], 'action_points': {'white': 2, 'black': 1}, 'turn': 'black'}","{'action': 'upgrade_pawn', 'parameters': {'from': (4, 1), 'to_type': 'FARM'}}",in_progress,-17,0,,,1,0,0.0,0.0,False,black,0
"{'pieces': [{'type': 'FARM', 'color': 'black', 'position': (2, 2)}, {'type': 'KING', 'color': 'black', 'position': (3, 2)}, {'type': 'FARM', 'color': 'black', 'position': (4, 1)}, {'type': 'FARM', 'color': 'black', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 5)}, {'type': 'FARM', 'color': 'white', 'position': (4, 6)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 1)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 2)}], 'action_points': {'white': 3, 'black': 1}, 'turn': 'black'}","{'action': 'place_pawn', 'parameters': {'from': (5, 2)}}",in_progress,-20,0,,,1,0,0.0,0.0,False,black,0
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (2, 1)}, {'type': 'FARM', 'color': 'black', 'position': (2, 2)}, {'type': 'KING', 'color': 'black', 'position': (3, 2)}, {'type': 'FARM', 'color': 'black', 'position': (4, 1)}, {'type': 'FARM', 'color': 'black', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 5)}, {'type': 'FARM', 'color': 'white', 'position': (4, 6)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 1)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 2)}], 'action_points': {'white': 4, 'black': 1}, 'turn': 'black'}","{'action': 'place_pawn', 'parameters': {'from': (2, 1)}}",in_progress,-23,0,,,1,0,0.0,0.0,False,black,0
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (2, 1)}, {'type': 'FARM', 'color': 'black', 'position': (2, 2)}, {'type': 'KING', 'color': 'black', 'position': (3, 2)}, {'type': 'FARM', 'color': 'black', 'position': (4, 1)}, {'type': 'FARM', 'color': 'black', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 5)}, {'type': 'FARM', 'color': 'white', 'position': (4, 6)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 1)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 2)}, {'type': 'PAWN', 'color': 'black', 'position': (6, 2)}], 'action_points': {'white': 5, 'black': 1}, 'turn': 'black'}","{'action': 'place_pawn', 'parameters': {'from': (6, 2)}}",in_progress,-26,0,,,1,0,0.0,0.0,True,black,0
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (2, 1)}, {'type': 'FARM', 'color': 'black', 'position': (2, 2)}, {'type': 'KING', 'color': 'black', 'position': (3, 2)}, {'type': 'FARM', 'color': 'black', 'position': (4, 1)}, {'type': 'FARM', 'color': 'black', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 5)}, {'type': 'FARM', 'color': 'white', 'position': (4, 6)}, {'type': 'SHIELD', 'color': 'black', 'position': (5, 1)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 2)}, {'type': 'PAWN', 'color': 'black', 'position': (6, 2)}], 'action_points': {'white': 6, 'black': 1}, 'turn': 'black'}","{'action': 'upgrade_pawn', 'parameters': {'from': (5, 1), 'to_type': 'SHIELD'}}",in_progress,-29,0,,,1,0,0.0,0.0,False,black,0
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (2, 1)}, {'type': 'FARM', 'color': 'black', 'position': (2, 2)}, {'type': 'KING', 'color': 'black', 'position': (3, 2)}, {'type': 'FARM', 'color': 'black', 'position': (4, 1)}, {'type': 'FARM', 'color': 'black', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 5)}, {'type': 'FARM', 'color': 'white', 'position': (4, 6)}, {'type': 'SHIELD', 'color': 'black', 'position': (5, 1)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 2)}, {'type': 'FARM', 'color': 'black', 'position': (6, 2)}], 'action_points': {'white': 7, 'black': 1}, 'turn': 'black'}","{'action': 'upgrade_pawn', 'parameters': {'from': (6, 2), 'to_type': 'FARM'}}",in_progress,-33,0,,,1,0,0.0,0.0,False,black,0
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (2, 1)}, {'type': 'FARM', 'color': 'black', 'position': (2, 2)}, {'type': 'KING', 'color': 'black', 'position': (3, 2)}, {'type': 'FARM', 'color': 'black', 'position': (4, 1)}, {'type': 'FARM', 'color': 'black', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 5)}, {'type': 'FARM', 'color': 'white', 'position': (4, 6)}, {'type': 'SHIELD', 'color': 'black', 'position': (5, 1)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 2)}, {'type': 'FARM', 'color': 'black', 'position': (6, 2)}, {'type': 'PAWN', 'color': 'black', 'position': (7, 2)}], 'action_points': {'white': 8, 'black': 1}, 'turn': 'black'}","{'action': 'place_pawn', 'parameters': {'from': (7, 2)}}",in_progress,-36,0,,,1,0,0.0,0.0,True,black,0
"{'pieces': [{'type': 'PAWN', 'color': 'black', 'position': (2, 0)}, {'type': 'PAWN', 'color': 'black', 'position': (2, 1)}, {'type': 'FARM', 'color': 'black', 'position': (2, 2)}, {'type': 'KING', 'color': 'black', 'position': (3, 2)}, {'type': 'FARM', 'color': 'black', 'position': (4, 1)}, {'type': 'FARM', 'color': 'black', 'position': (4, 2)}, {'type': 'KING', 'color': 'white', 'position': (4, 5)}, {'type': 'FARM', 'color': 'white', 'position': (4, 6)}, {'type': 'SHIELD', 'color': 'black', 'position': (5, 1)}, {'type': 'PAWN', 'color': 'black', 'position': (5, 2)}, {'type': 'FARM', 'color': 'black', 'position': (6, 2)}, {'type': 'PAWN', 'color': 'black', 'position': (7, 2)}], 'action_points': {'white': 9, 'black': 1}, 'turn': 'black'}","{'action': 'place_pawn', 'parameters': {'from': (2, 0)}}",in_progress,-39,0,,,1,0,0.0,0.0,False,black,0
